,l3.1,l3.2,l11.1,l11.2
PPIHP1,0,0,0,0
PPIHP2,0,0,0,0
PPIL1,67.0085,67.0692,63.2373,65.9726
PPIL1P1,0,0,0,0
PPIL2,31.2353,31.4045,36.8415,38.014
PPIL3,44.3783,48.42,49.3905,41.3419
PPIL4,32.7213,32.276,32.6396,35.2804
PPIL6,3.44584,2.27534,1.29266,2.73268
PPIP5K1,19.476,13.0964,18.6307,17.2358
PPIP5K2,16.5493,21.3411,18.5142,18.3063
PPL,0.926578,0.427387,0.313955,0.214955
PPM1A,25.8101,24.6313,27.0477,27.5457
PPM1AP1,0,0,0,0
PPM1B,19.3681,16.7076,18.5631,20.3545
PPM1B-DT,0.172967,0.0520342,0.0631967,0.0697213
PPM1D,16.5019,16.7981,17.6166,16.8656
PPM1E,4.92019,4.96022,5.47417,5.28152
PPM1F,21.9084,21.139,27.5107,23.8104
PPM1F-AS1,0.82756,0.768797,0.614927,0.461859
PPM1G,118.527,123.301,128.426,137.097
PPM1H,4.41485,4.71003,6.59712,4.41667
PPM1J,2.84411,2.99931,4.16588,3.14039
PPM1J-DT,0,0.0282908,0,0
PPM1K,10.8723,9.67668,12.1324,11.7828
PPM1K-DT,0,0,0,0.102524
PPM1L,4.65015,3.5328,4.38442,3.25126
PPM1L-DT,0.835841,0.716411,0.349185,0.384014
PPM1M,9.03532,11.0502,8.09706,9.13588
PPM1N,4.71465,4.84957,6.07,5.55447
PPME1,31.037,33.873,39.6707,37.6969
PPOX,20.9365,17.2074,25.2327,23.3921
PPP1CA,127.888,124.281,112.787,122.663
PPP1CB,33.0153,31.7222,33.7029,36.3513
PPP1CB-DT,0.654191,0.565093,0.888401,1.0874
PPP1CC,155.78,165.195,178.239,161.4
PPP1R10,40.4504,48.9634,40.4848,52.8489
PPP1R11,29.5461,31.7782,30.8035,31.5939
PPP1R11P1,0,0,0,0
PPP1R12A,21.5202,22.3825,31.8342,24.9921
PPP1R12A-AS1,0.341858,0.414864,0.198511,0.290065
PPP1R12A-AS2,0,0,0,0
PPP1R12B,2.85644,3.02904,5.69249,3.25812
PPP1R12BP2,0,0,0,0
PPP1R12C,46.5487,48.9524,49.0819,58.9334
PPP1R13B,13.901,11.9733,10.5618,18.3202
PPP1R13B-DT,0,0.0293283,0,0.0393035
PPP1R13L,10.6671,7.51065,10.7849,10.5929
PPP1R14A,22.3116,18.3803,23.4349,19.1699
PPP1R14B,150.956,143.446,155.542,134.083
PPP1R14B-AS1,3.30516,4.79725,2.88881,3.48497
PPP1R14BP2,0,0,0,0
PPP1R14BP3,1.50344,0.872283,1.91849,0.740143
PPP1R14BP4,0,0,0,0
PPP1R14BP5,0,0,0,0
PPP1R14C,13.5762,13.0632,15.9793,14.9384
PPP1R14D,0,0.192748,0.11602,0
PPP1R15A,53.0324,54.5619,50.8807,47.3423
PPP1R15B,28.0666,29.0307,29.4579,31.7704
PPP1R15B-AS1,0,0.176469,0,0
PPP1R16A,29.7219,26.7404,27.4184,27.1139
PPP1R16B,0.698552,0.943175,0.977783,1.13323
PPP1R17,0,0,0.0422066,0
PPP1R18,4.47186,5.02921,4.44185,7.2318
PPP1R1A,4.66063,6.00755,5.25052,4.11442
PPP1R1AP1,0,0,0,0
PPP1R1B,0,0,0.0774291,0.0662253
PPP1R1C,0.431889,0,0.698252,1.03003
PPP1R21,6.31825,5.79895,7.05665,7.48627
PPP1R2,1.10656,0.869045,0.345583,0.387927
PPP1R21-DT,21.8903,23.5664,32.778,31.8399
PPP1R26,8.55062,8.69471,11.1291,10.7604
PPP1R26-AS1,3.20333,2.8297,2.97148,3.15309
PPP1R26P1,0,0,0,0
PPP1R26P2,0,0,0,0
PPP1R26P4,0,0,0.0402711,0
PPP1R27,0.194595,0,0.0529252,0
PPP1R2B,0,0,0,0
PPP1R2C,0,0,0,0
PPP1R2P10,0,0,0,0
PPP1R2P1,0,0,0.446675,0
PPP1R2P4,0,0,0,0
PPP1R2P6,0,0,0,0
PPP1R32,2.3937,1.63677,2.35352,3.81028
PPP1R35,52.7859,50.5736,45.8054,37.6586
PPP1R35-AS1,1.26934,1.18142,1.37799,1.57753
PPP1R36,0.143082,0.10579,0.0571209,0
PPP1R37,13.8842,11.1025,11.445,10.7023
PPP1R3A,0.0148198,0.0132853,0,0
PPP1R3B,2.18357,2.12913,1.92857,1.7169
PPP1R3C,0.0259655,0.0932701,0,0.0312496
PPP1R3D,2.2528,2.19545,2.35518,2.00427
PPP1R3E,8.81989,8.4658,14.6313,9.34955
PPP1R3F,5.18555,3.42234,3.82425,8.36559
PPP1R3G,0.512295,0.501477,0.638534,0.640136
PPP1R42,1.06628,0.380592,0.253534,0.807268
PPP1R7,85.4765,89.0655,78.1249,87.5627
PPP1R8,84.2629,92.4796,76.9176,86.7552
PPP1R8P1,0,0,0.0769016,0.0850309
PPP1R9A,1.74375,1.21053,1.37714,1.4841
PPP1R9A-AS1,0.0356609,0.128291,0.0391113,0
PPP1R9B,26.7506,30.4884,31.8038,33.7147
PPP2CA,151.236,149.734,135.569,115.687
PPP2CA-DT,0.34465,0.443763,0.107959,0.118927
PPP2CB,31.4034,27.8589,25.6627,29.1423
PPP2R1A,137.809,127.098,142.454,139.277
PPP2R1B,22.751,23.4515,22.5701,22.6115
PPP2R2A,64.9503,67.0452,68.4797,64.2556
PPP2R2B,0.249586,0.253857,0.193958,0.2768
PPP2R2C,4.46771,5.45637,5.59025,5.24561
PPP2R2D,39.5708,37.9085,39.8583,37.4292
PPP2R2DP1,0,0,0,0.159749
PPP2R3A,2.47771,1.68204,1.5063,1.75652
PPP2R3B,19.7514,22.8906,20.7972,23.0456
PPP2R3C,25.0863,28.3074,30.4927,28.3995
PPP2R5A,16.2849,19.3907,18.8997,18.5765
PPP2R5B,17.5757,18.6054,16.9362,16.2671
PPP2R5C,84.5081,80.944,87.1432,88.3277
PPP2R5CP,0.181122,0,0.131892,0.0732236
PPP2R5D,40.2874,39.5389,39.8711,38.7938
PPP2R5E,14.0923,14.1266,18.641,17.8745
PPP3CA,11.9899,13.6498,16.0067,13.4297
PPP3CB,14.2826,15.4041,18.9962,15.6697
PPP3CB-AS1,2.82494,2.07724,2.85121,1.54884
PPP3CC,7.57015,7.31928,6.22823,5.83171
PPP3R1,36.9556,31.3357,33.8783,35.4106
PPP3R2,0,0,0,0
PPP4C,144.632,144.785,152.101,145.073
PPP4R1,18.3083,15.0521,20.3524,25.6726
PPP4R1-AS1,0,0.263861,0.620589,0.3531
PPP4R1L,4.34118,2.90418,3.44526,3.83154
PPP4R2,42.0369,45.1531,43.5968,46.2392
PPP4R3A,62.076,54.3055,63.2525,62.5189
PPP4R3B,22.7761,26.0097,26.2787,27.208
PPP4R3B-DT,2.66395,4.53249,3.35747,1.76972
PPP4R3C,0,0,0,0
PPP4R4,0.952492,1.70051,1.92906,1.95519
PPP5C,106.807,105.62,98.4968,100.647
PPP5D1P,1.56293,0.862036,1.92449,1.0452
PPP6C,36.2808,36.7439,39.5944,35.6272
PPP6R1,54.2552,52.192,53.8779,57.3453
PPP6R2,26.1201,24.8637,28.2509,35.1184
PPP6R2P1,0,0,0,0
PPP6R3,44.9877,43.7273,49.8968,47.8026
PPRC1,59.0689,63.993,64.4179,67.7853
PPT1,93.6363,92.6066,94.1684,90.8817
PPT2,38.2669,45.2284,39.8448,43.5732
PPT2-EGFL8,4.75467,2.65236,3.12055,9.44146
PPTC7,12.086,12.1593,13.9086,13.3913
PPWD1,41.7005,36.0602,42.1402,43.4518
PPY,0,0,0,0
PPY2P,0,0,0,0
PQBP1,95.118,95.2599,91.7334,90.5219
PRAC1,0.560973,0,0.306265,1.39357
PRAC2,1.09003,1.29313,0.793932,2.0121
PRADC1,12.9384,15.0076,14.3347,12.2755
PRADC1P1,0,0,0,0
PRAF2,37.864,35.974,39.3731,37.1292
PRAG1,0.843693,0.729229,0.711245,1.07756
PRAL,0.240007,0.155529,0.0816554,0.395575
PRAM1,0.243128,0.541377,0.144147,0.2196
PRAME,19.8005,20.7187,20.1249,23.3191
PRAMEF1,0,0,0,0
PRAMEF10,0.0515769,0,0,0.189938
PRAMEF11,0,0,0,0
PRAMEF12,0,0,0,0
PRAMEF13,0.0010916,0.0348421,0,0.00191621
PRAMEF14,0.00041722,0.0128615,0,0.000608807
PRAMEF15,0,0.0326421,0,0
PRAMEF18,0,0,0,0
PRAMEF19,0,0,0,0
PRAMEF2,0,0,0,0
PRAMEF20,0,0,0,0
PRAMEF25,0,0,0,0
PRAMEF26,0,0,0,0
PRAMEF27,0,0,0,0
PRAMEF30P,0,0,0,0
PRAMEF31P,0,0,0,0
PRAMEF33,0,0,0,0
PRAMEF34P,0,0,0,0
PRAMEF35P,0,0,0,0
PRAMEF36P,0,0,0,0
PRAMEF5,0,0.0119015,0,0
PRAMEF6,0,0.023803,0,0
PRAMEF7,0,0,0,0
PRAMEF8,0,0,0,0
PRAMEF9,0,0.0240912,0,0
PRAMENP,0,0,0,0
PRANCR,7.37663,9.12901,5.89289,5.51214
PRAP1,0.14612,0,0.159771,0
PRB1,0,0,0,0
PRB2,0,0,0,0
PRB3,0,0,0,0
PRB4,0,0,0,0
PRC1,165.597,167.573,189.148,193.072
PRC1-AS1,0.719479,0.341122,1.1865,0.989256
PRCC,95.455,96.6769,103.744,105.664
PRCD,0,0.0639461,0.677213,0.223566
PRCP,46.1352,47.6335,51.0341,48.3896
PRCPP1,0,0,0,0
PRDM1,0.0820776,0.0858267,0.0600485,0.121358
PRDM10,3.43034,2.35745,3.4102,3.02074
PRDM10-DT,0.147589,0.310385,0,0
PRDM11,1.84568,2.18185,2.39845,2.86228
PRDM12,0.495526,0.119776,0.244164,0.199249
PRDM13,3.16382,2.67079,2.80904,2.40298
PRDM14,0,0.136353,0,0.0353072
PRDM15,3.80738,4.42792,4.58105,4.87219
PRDM16,2.70056,3.34885,4.54876,3.0346
PRDM16-DT,3.6168,3.06952,2.91467,3.61512
PRDM2,9.39606,9.30055,9.71525,9.71856
PRDM4,27.4258,30.486,27.0373,26.3334
PRDM5,2.77141,3.48742,3.96417,3.43295
PRDM6,3.46524,5.37071,6.39629,4.50748
PRDM6-AS1,4.2683,4.93761,6.93672,5.3431
PRDM7,0,0.0993419,0.149392,0.774703
PRDM8,1.04038,1.10156,0.919629,1.34115
PRDM8-AS1,0.24449,0.384401,0.569369,0.14745
PRDM9,0.179862,0.0914042,0,0.0490008
PRDX1,626.753,650.77,641.244,660.968
PRDX1P1,0,0,0,0.17521
PRDX2,316.116,310.39,327.724,325.629
PRDX2P1,0,0,0,0
PRDX2P2,0,0,0,0
PRDX2P3,0.292926,0,0,0
PRDX2P4,0,0,0,0
PRDX3,242.071,237.664,251.03,243.229
PRDX3P1,0,0,0.112925,0
PRDX3P2,0,0,0,0
PRDX3P3,0,0,0,0
PRDX3P4,0,0,0,0
PRDX4,217.021,218.754,207.771,198.116
PRDX5,216.672,211.1,229.689,237.196
PRDX6,225.098,229.317,233.825,215.331
PRDX6-AS1,2.07616,1.74002,1.98793,0.676001
PREB,46.3444,52.8595,51.4659,45.0715
PRECSIT,0.482809,0.660014,0.313977,0.312448
PRELID1,274.237,257.057,249.138,226.765
PRELID1P1,0.975907,0.375406,0.310087,0.514652
PRELID1P3,0,0,0,0
PRELID1P4,0.177663,0,0.387915,0
PRELID1P5,0,0,0,0
PRELID1P6,0,0,0,0.177626
PRELID2,6.78649,6.08709,6.30142,5.48001
PRELID3A,4.44063,6.29387,9.30308,4.73774
PRELID3B,96.0751,98.4709,92.3739,97.928
PRELID3BP10,0,0,0,0
PRELID3BP2,0,0,0,0
PRELID3BP3,0,0,0,0
PRELID3BP5,0,0,0,0
PRELID3BP6,0,0,0,0
PRELID3BP8,0,0,0,0
PRELP,0.212349,0.288672,0.20204,0.185801
PREP,18.7828,18.2912,18.7653,16.8786
PREPL,26.769,30.5187,28.953,30.7456
PREX1,1.46201,1.73835,2.07103,3.35278
PREX2,0.663777,1.02771,0.713987,1.60453
PRF1,0,0,0.0290839,0
PRG2,0,0.126349,0,0
PRG3,0,0,0,0
PRG4,0,0,0,0.0161109
PRH1,2.54454,3.89674,2.70932,3.95017
PRH2,0.141058,0,0,0
PRICKLE1,9.34502,6.62611,6.22199,5.51769
PRICKLE2,0.434381,0.359584,0.428958,0.286535
PRICKLE2-AS1,0.00973112,0,0.0106802,0
PRICKLE2-AS2,0,0,0,0
PRICKLE2-AS3,0,0.0959891,0.0581147,0.0319157
PRICKLE2-DT,0,0,0,0
PRICKLE3,9.21853,10.6464,13.0118,12.0614
PRICKLE4,0.923651,1.8796,0.470452,2.66035
PRIM1,48.1229,46.752,48.3532,52.6199
PRIM2,14.1474,19.2392,20.788,19.4515
PRIM2BP,0,0.022136,0,0.0613538
PRIMA1,0.672904,0.701349,0.960355,0.340563
PRIMPOL,6.33451,7.79296,6.58244,7.30231
PRKAA1,27.8646,30.1624,33.4322,34.0151
PRKAA2,8.46546,7.59169,9.24767,8.88598
PRKAB1,23.468,24.7124,23.9534,19.5859
PRKAB2,16.6492,14.2548,22.4401,19.45
PRKACA,35.1901,35.7763,36.9684,39.2469
PRKACB,7.81925,8.81628,11.8014,10.0051
PRKACB-DT,2.62065,2.59178,1.83725,2.48817
PRKACG,0,0,0,0
PRKAG1,41.8189,38.4844,44.5496,34.7272
PRKAG2,12.1262,11.9842,9.48116,10.3683
PRKAG2-AS1,9.4923,10.4357,7.58575,8.70464
PRKAG3,0,0,0,0.0721704
PRKAR1A,70.8045,70.9323,84.0219,78.207
PRKAR1AP1,0,0,0,0
PRKAR1B,11.0618,11.2186,9.31522,10.7691
PRKAR1B-AS1,0,0,0,0
PRKAR2A,32.7056,32.1592,33.8548,34.2347
PRKAR2A-AS1,1.04382,1.40533,1.05729,0.977445
PRKAR2B,9.02813,8.49415,9.56924,7.92739
PRKAR2B-AS1,0,0.10242,0.299322,0.20125
PRKCA,3.72571,3.89586,4.48534,4.93654
PRKCA-AS1,0,0,0,0
PRKCB,0.453479,0.235808,0.0990067,0.438023
PRKCD,18.9465,20.6714,21.6151,23.2042
PRKCE,3.1733,3.39775,4.76973,3.87006
PRKCG,0.805641,1.13334,1.53976,1.46024
PRKCH,6.12415,8.97169,11.1412,7.0821
PRKCH-AS1,0.199433,0.115242,0.062486,0.0880023
PRKCI,16.7021,21.0155,19.9306,19.941
PRKCIP1,0,0,0,0
PRKCQ,2.5756,2.14955,2.21873,2.26484
PRKCQ-AS1,15.9693,12.7784,13.6447,13.8877
PRKCSH,223.523,228.734,224.626,239.649
PRKCZ,19.319,18.3495,22.3889,24.2583
PRKCZ-AS1,0.340212,0.706996,1.04873,1.29183
PRKCZ-DT,0.225615,0,1.64717,0.278919
PRKD1,3.54777,5.28371,5.12545,3.91657
PRKD2,14.8364,16.1815,15.2159,12.0052
PRKD3,28.3084,23.8768,28.3167,28.2055
PRKD3-DT,0.181671,0,0,0.223566
PRKDC,50.7951,46.7509,60.2816,70.8267
PRKG1,4.57166,2.86408,3.87445,4.30572
PRKG1-AS1,0.977192,0.847106,0.715331,0.803444
PRKG2,0.451848,0.739027,1.43529,0.623421
PRKG2-AS1,0,0,0,0
PRKN,0.607224,0.168496,0.859051,0.737971
PRKRA,27.5361,30.8925,35.8274,31.6299
PRKRIP1,23.2607,23.0913,24.7866,27.0582
PRKX,12.4088,10.6374,13.943,12.6588
PRKX-AS1,0,0,0,0
PRKXP1,2.25662,1.74726,1.97807,1.71674
PRKY,0.0178459,0,0.0104662,0
PRL,0,0,0,0
PRLHR,0.0354434,0,0,0
PRLR,0.00568117,0.00506774,0,0
PRM1,0,0,0,0
PRM2,0,0,0,0
PRM3,0,0,0,0
PRMT1,227.115,228.759,233.16,240.308
PRMT1P1,0.073093,0.066127,0.0800841,0.0885958
PRMT2,52.8859,52.6739,54.4407,59.1873
PRMT3,30.0196,26.9398,31.5641,34.2506
PRMT5,128.479,138.882,132.115,172.739
PRMT5-AS1,0,0.113393,0,0
PRMT5-DT,0.555678,0.30529,0.474832,0.247332
PRMT5P1,0,0,0,0
PRMT6,23.0837,23.905,25.5724,27.9589
PRMT7,29.3604,26.9296,36.0057,38.5554
PRMT8,0.0593759,0,0,0
PRMT9,7.15344,7.92658,7.28362,7.70356
PRNCR1,0.0300446,0.0363724,0.0172123,0.029985
PRND,0.0161674,0,0.0177411,0
PRNP,30.847,32.2282,33.7429,30.2855
PRNT,0,0,0,0
PRO1804,0,0,0,0
PROB1,1.67433,1.628,1.54155,1.2785
PROC,0,0,0.310196,0
PROCA1,3.05187,2.22899,2.54499,3.12983
PROCR,10.3168,9.05414,10.7518,10.7655
PRODH,1.95417,0,0,0
PRODH2,0,2.7726,3.31111,2.836
PROK1,0.150714,0.13586,0,0.364099
PROK2,3.33295,2.08289,3.16713,3.21632
PROKR1,0.0299344,0.0516357,0,0
PROKR2,0,0,0,0.0577712
PROM1,0.0266727,0.202842,0.990577,0.158392
PROM2,0.208543,0.197576,0.193358,0.116241
PRORP,10.3059,9.7957,11.9461,16.9718
PRORSD1P,1.20968,1.44992,1.56505,0.821884
PRORY,0,0,0,0
PROS1,6.67904,7.23406,7.40631,8.07095
PROS2P,0,0,0,0
PROSER1,35.7149,37.6645,37.0945,40.1391
PROSER2,11.695,10.8596,10.4909,10.4889
PROSER2-AS1,0.0621896,0.0186538,0.0681227,0.124439
PROSER3,17.2311,14.8337,17.2707,20.9828
PROX1,1.74958,1.78576,2.47252,2.64017
PROX1-AS1,0.873912,0.763714,1.76182,1.59456
PROX2,0,0,0,0
PROZ,0,0,0,0
PRPF18,14.3849,15.4268,15.4272,17.8819
PRPF19,140.152,141.069,135.093,144.308
PRPF19-DT,0.669468,1.73657,0.628331,0.232648
PRPF31,66.6513,73.6289,79.7402,84.4639
PRPF31-AS1,0.0311583,0,0.06782,0.111394
PRPF3,52.1468,50.7451,46.2692,53.0197
PRPF38A,60.9855,62.7522,56.1998,54.0381
PRPF38AP1,0,0,0,0
PRPF38AP2,0,0,0,0
PRPF38B,61.1927,62.4323,69.668,71.1322
PRPF39,37.5512,32.8476,39.3696,33.3804
PRPF39-DT,0,0,0,0
PRPF40A,76.4836,82.4575,83.2401,84.2255
PRPF40B,7.01015,7.96699,8.3939,9.2054
PRPF4,26.3167,25.2049,26.7378,24.9635
PRPF4B,40.9325,36.9484,43.8639,47.277
PRPF4BP1,0,0,0,0
PRPF6,35.364,36.3453,38.9651,39.6996
PRPF8,111.122,117.181,123.672,121.652
PRPH,1.56286,1.99796,1.15817,0.71187
PRPH2,0,0,0,0.0261645
PRPS1,142.22,145.263,167.583,159.991
PRPS1L1,0,0,0,0
PRPS1P2,0,0,0,0
PRPS2,36.8947,38.7406,47.8652,43.7491
PRPSAP1,33.9798,31.6325,42.9898,37.297
PRPSAP2,36.3091,33.3894,38.6074,44.4237
PRR11,20.8663,16.7074,24.7375,25.8956
PRR12,7.61514,8.60202,8.48884,11.2807
PRR13,126.494,121.3,143.91,136.538
PRR13P1,0,0,0,0
PRR13P2,0,0.234894,0,0
PRR13P3,0,0,0,0
PRR13P4,0,0,0,0
PRR13P5,0,0,0,0
PRR14,71.1981,65.0077,73.5509,72.4594
PRR14L,11.5195,10.7909,9.75357,10.1461
PRR15,1.4106,2.55352,1.04639,1.2512
PRR15-DT,0.0500749,0.135416,0.109797,0.234833
PRR15L,0,0.0817811,0,0
PRR16,0.313083,0.252053,0.394869,0.605116
PRR18,0.105353,0.170165,0.0231183,0.0253398
PRR19,1.45159,1.3862,0.794858,0.902476
PRR20A,0,0.00549889,0,0
PRR20B,0,0.00549889,0,0
PRR20C,0,0.0109978,0,0
PRR20D,0,0.00549889,0,0
PRR20E,0,0.00549889,0,0
PRR20G,0,0,0.146962,0
PRR22,9.27387,9.29277,11.6266,12.6259
PRR23A,0,0,0,0
PRR23B,0,0,0,0
PRR23C,0,0,0,0
PRR23D1,0,0,0.0950778,0.0294277
PRR23D2,0,0,0,0.0752527
PRR23D3P,0,0.166199,0,0
PRR27,0,0,0,0.0266065
PRR29,0.186122,0.112099,0.228454,0.288183
PRR29-AS1,0.051453,0,0.0566743,0
PRR30,0,0,0,0
PRR32,0,0,0,0
PRR33,0,0,29.1852,27.3289
PRR34,33.4675,31.5184,0,0
PRR3,0.0465782,0.187938,0.127869,0.33681
PRR34-AS1,1.30199,2.7128,3.36823,0.76103
PRR35,0.59321,0.266511,0.422963,0.750043
PRR36,2.99727,2.75099,3.22622,3.39579
PRR4,2.72117,3.25932,2.89105,1.8441
PRR5,8.69084,8.46698,10.2108,11.6515
PRR5-ARHGAP8,0.947633,1.41187,4.15763,2.48795
PRR5L,0.401702,1.59195,2.50163,0.832437
PRR7,13.5344,13.0269,14.1301,10.6063
PRR7-AS1,0.343637,0.421211,0.714408,0.34891
PRR9,0.11673,0.0526801,0,0
PRRC1,26.0363,23.7746,32.4636,30.7909
PRRC2A,123.189,127.544,130.111,143.235
PRRC2B,49.6548,48.8728,59.0672,58.7438
PRRC2C,67.4578,64.7746,72.9451,69.706
PRRC2CP1,0,0,0,0
PRRG1,5.22397,6.1332,5.99669,5.14751
PRRG2,0.629058,0.269509,0.723292,0.162694
PRRG3,0.041601,0.0133367,0,0.0822403
PRRG4,2.01567,1.69571,2.11155,2.03605
PRRT1,2.0218,2.2152,2.03368,2.50543
PRRT1B,0.0537855,0,0,0
PRRT2,2.3948,2.3269,2.80043,3.00817
PRRT3,2.39499,2.41277,2.43273,2.38996
PRRT3-AS1,0.137348,0.376474,0.60085,0.168076
PRRT4,3.60717,2.93511,3.98863,2.75739
PRRX1,2.87734,2.73806,2.94939,2.28784
PRRX2,0.0541157,0,0.0593221,0.130811
PRRX2-AS1,0,0,0.253534,0
PRSS1,0,0,0,0
PRSS12,7.49896,5.71425,6.06115,6.92025
PRSS16,8.60957,7.33291,8.89653,8.56011
PRSS2,0,0,0,0
PRSS21,0,0,0,0.47528
PRSS22,0,0,0.0775177,0
PRSS23,20.7571,20.6465,21.2645,19.762
PRSS27,5.34791,4.91604,4.53053,5.74941
PRSS29P,0,0,0,0
PRSS3,0,0,0,0
PRSS30P,4.48565,3.56292,3.60417,4.17077
PRSS33,0,0.0382012,0,0.0511911
PRSS35,0.460201,0.267456,0.296968,0.39102
PRSS36,0.399264,0.739448,0.894586,1.04566
PRSS37,0,0,0,0
PRSS38,0,0,0,0
PRSS3P3,0,0,0,0
PRSS3P4,0,0,0,0
PRSS40A,0,0,0,0
PRSS40B,0,0,0,0
PRSS41,0,0.060408,0,0
PRSS42P,0,0.077998,0.0606502,0
PRSS43P,0.122976,0.0368984,0.0681114,0.329133
PRSS44P,0.799106,0,0,0
PRSS45P,0,0,0,0
PRSS46P,0,0,0,0
PRSS47P,0,0.181624,0,0
PRSS48,0,0,0.341239,0.382927
PRSS50,0,0.0614528,0.0163479,0
PRSS51,0,0,0,0
PRSS52P,0,0,0,0
PRSS53,2.31186,2.15038,2.57679,3.14506
PRSS54,0,0,0,0
PRSS55,0,0.050176,0,0.0336219
PRSS56,0,0,0,0
PRSS57,0,0,0,0.0853252
PRSS58,0,0,0,0
PRSS59P,0,0,0,0
PRSS8,0.295199,0.343179,0.174115,0.285673
PRTFDC1,8.9861,11.693,12.3627,10.8048
PRTG,2.71089,3.59751,2.87407,2.76981
PRTN3,0.225147,0.0679176,0.0776065,0.363975
PRUNE1,19.8495,18.4693,18.251,19.2836
PRUNE2,0.96935,0.845601,0.74229,1.27085
PRUNEP1,0,0,0.125007,0
PRX,1.61122,1.29903,2.02327,1.44002
PRXL2A,30.0647,25.7431,29.0616,27.3862
PRXL2AP1,0,0,0,0
PRXL2AP2,0.71443,0.542457,0.130286,0.145349
PRXL2B,8.73054,8.087,8.72218,6.56925
PRXL2C,4.94577,4.46844,6.83335,7.21501
PRXL2CP1,0,0,0,0
PRY,0,0,0,0
PRY2,0,0,0,0
PRYP4,0,0,0,0
PSAP,122.699,123.591,144.069,139.414
PSAPL1,0,0,0,0
PSAT1,191.511,183.012,172.096,168.929
PSAT1P1,0,0,0,0
PSAT1P3,0,0,0,0
PSAT1P4,0,0,0,0
PSCA,0.0755084,0.351365,0.689139,0.30527
PSD,1.37236,1.64583,1.18484,1.70171
PSD2,0.0424409,0.259203,0.0310497,0.0169957
PSD2-AS1,0,0,0,0
PSD3,4.45763,2.84782,3.96533,3.79008
PSD4,0.552717,0.787194,0.67251,0.657477
PSEN1,19.8207,21.0992,20.9237,21.1874
PSEN2,21.0536,22.7194,21.2678,26.7113
PSENEN,70.4539,83.0435,77.6925,77.0974
PSG1,0.104199,0,0,0
PSG10P,0,0,0,0
PSG11,0,0,0,0
PSG2,0.130881,0,0.236839,0
PSG3,0,0,0.0448031,0
PSG4,0.294887,0.144841,0.210169,0.238269
PSG5,0,0,0.0423698,0
PSG6,0,0.0257075,0,0
PSG7,0,0,0,0
PSG8,0,0,0,0
PSG8-AS1,0,0,0,0
PSG9,0,0,0.0535106,0.0451588
PSIP1,90.8067,84.711,96.058,102.903
PSIP1P1,0,0,0,0
PSKH1,13.753,16.578,14.1093,15.4938
PSKH2,0.206335,0.0926437,0.141475,0.248318
PSLNR,1.30192,1.75812,0.570484,0.641831
PSMA1,194.462,204.197,207.03,193.562
PSMA1P1,0,0,0,0
PSMA2,136.444,126.012,124.964,110.902
PSMA2P1,0,0,0,0
PSMA2P2,0,0,0,0
PSMA2P3,0,0,0,0
PSMA3,169.484,158.168,164.333,149.97
PSMA3-AS1,32.583,27.0971,33.0306,34.7614
PSMA4,394.131,425.274,406.428,399.497
PSMA5,88.3546,85.5829,93.9658,93.796
PSMA5P1,0,0,0,0
PSMA6,130.32,135.871,127.793,123.42
PSMA6P1,0,0,0,0
PSMA6P2,0,0,0,0
PSMA6P4,0,0,0,0
PSMA7,206.428,210.507,208.749,192.364
PSMA8,0,0,0,0
PSMB10,18.6838,23.1911,20.9314,17.2063
PSMB11,0,0,0,0
PSMB1,302.753,301.502,316.833,307.164
PSMB2,124.529,112.103,125.405,116.681
PSMB3,150.133,144.668,137.202,125.495
PSMB3P1,0,0,0,0
PSMB3P2,0,0,0,0
PSMB4,414.58,394.457,379.777,362.975
PSMB5,194.13,195.185,186.377,185.177
PSMB6,161.809,162.158,152.278,162.01
PSMB7,208.698,213.851,190.08,201.089
PSMB8,0.159274,0,0.0704981,0.111923
PSMB8-AS1,0,0,0.0863802,0.0673715
PSMB9,0.242551,0.130998,0,0
PSMC1,170.087,170.178,198.397,163.779
PSMC1P10,0,0,0,0
PSMC1P11,0,0,0,0
PSMC1P12,0,0,0,0
PSMC1P13,0,0,0,0
PSMC1P1,6.76562,5.47106,3.36839,9.42525
PSMC1P2,0,0.0536012,0,0
PSMC1P3,0,0,0,0
PSMC1P4,0,0,0,0
PSMC1P5,0,0,0,7.73E-06
PSMC1P6,0,0,0,0
PSMC1P7,0,0,0,0
PSMC1P8,0,0,0,0
PSMC1P9,0,0,0,0
PSMC2,76.8257,75.9079,76.7295,76.5954
PSMC2P1,0.0539376,0,0,0
PSMC2P2,0,0,0,0
PSMC3,133.755,135.005,145.62,142.256
PSMC3IP,47.4189,54.5099,52.6348,49.4766
PSMC4,85.0715,87.9941,85.3493,88.5202
PSMC5,110.801,120.156,128.867,125.215
PSMC6,90.1503,92.1931,91.6331,103.912
PSMD10,78.9756,78.7347,77.8926,74.0434
PSMD10P1,0,0.10892,0.392369,0
PSMD10P2,0.0943224,0,0,0
PSMD10P3,0,0.401553,0,0
PSMD11,53.7755,52.6766,51.8451,53.7116
PSMD12,63.9681,69.7493,70.0785,68.5907
PSMD12P1,0,0,0,0
PSMD13,78.3477,77.6859,81.863,88.113
PSMD14,77.1726,80.5675,83.1282,86.4571
PSMD14P1,0,0,0,0
PSMD1,62.7284,63.1437,71.6792,75.2123
PSMD2,84.4139,93.6378,108.037,104.342
