,NT.1,NT.2,HNRNPA2B1.1,HNRNPA2B1.2,CD99.1,CD99.2,B4GALNT1.1,B4GALNT1.2
ENSG00000253317,0.0686867,0.125165,0,0.142949,0.0735001,0,0.0687314,0
ENSG00000253321,0.216359,0.198232,1.03614,0.338128,0.458874,0.24078,0.641709,0.317031
ENSG00000253326,0.0454894,0.0390308,0,0,0,0,0.0445682,0
ENSG00000253330,0,0,0,0,0,0,0,0
ENSG00000253331,0,0,0,0,0,0,0,0
ENSG00000253332,0,0,0,0,0,0,0,0
ENSG00000253333,0,0,0,0,0,0,0,0
ENSG00000253334,0,0,0,0.148242,0,0,0.139078,0
ENSG00000253335,0,0,0,0,0,0,0,0
ENSG00000253336,0,0,0,0,0,0,0.065705,0
ENSG00000253339,0,0,0,0,0,0,0,0
ENSG00000253342,0,0,0,0,0,0,0,0
ENSG00000253344,0.194137,0.0589371,0.230544,0.151545,0,0.145847,0,0.0638542
ENSG00000253347,0,0,0,0.132673,0.134368,0.422593,0.125107,0
ENSG00000253348,0,0.465094,0,0,0,0,0,0
ENSG00000253354,1.17079,1.57065,1.53572,0.961607,3.30237,2.08502,2.16281,1.8254
ENSG00000253355,0,0,0,0,0.149522,0,0,0
ENSG00000253356,0,0,0,0,0,0,0.109649,0
ENSG00000253357,0,0,0,0,0,0,0,0
ENSG00000253358,0,0,0,0,0,0,0,0
ENSG00000253361,0,0,0.0371377,0,0,0,0,0
ENSG00000253362,0,0,0,0,0,0,0,0
ENSG00000253363,0.0640221,0.0742317,0.0404526,0.00483936,0,0.109259,0.0244109,0.0633271
ENSG00000253369,0,0,0,0,0,0,0,0
ENSG00000253372,0.146856,0.53562,0.0873431,0.0764241,0.156984,0.082542,0.293472,0.178677
ENSG00000253373,0,0,0,0,0,0,0,0
ENSG00000253374,0,0,0,0,0,0,0,0
ENSG00000253376,0,0,0.168205,0,0,0,0.0707428,0
ENSG00000253377,0.114349,0.103589,0.236057,0.029715,0.0617524,0.0651145,0.0289556,0.142236
ENSG00000253381,0,0,0,0,0,0,0,0
ENSG00000253383,0,0,0,0,0,0,0,0
ENSG00000253384,0.0904603,0.0265426,0,0.0474186,0.0488722,0.0515462,0.045793,0.0450044
ENSG00000253385,0,0,0,0,0,0,0,0
ENSG00000253388,12.6539,7.50031,6.1088,7.53039,3.3418,15.2221,4.0787,5.28854
ENSG00000253389,0,0.212429,0.110716,0.194554,0,0.158951,0.141343,0.24023
ENSG00000253392,1.13661,1.10216,1.06227,0.743158,0.988643,0.955058,1.09386,1.18663
ENSG00000253395,0,0.311805,0,0,0,0.184892,0,0
ENSG00000253396,0,0,0,0,0.261189,0,0,0
ENSG00000253397,0,0,0,0,0,0,0,0
ENSG00000253398,0,0,0,0,0,0,0,0
ENSG00000253399,0,0,0,0.169016,0,0,0,0
ENSG00000253400,0,0,0,0,0,0,0,0
ENSG00000253406,0,0,0,0,0,0,0,0
ENSG00000253413,0,0,0,0,0,0,0,0
ENSG00000253415,0,0,0,0,0,0,0,0
ENSG00000253416,0,0,0,0,0,0,0,0
ENSG00000253420,0,0,0,0,0,0,0,0
ENSG00000253422,0,0,0,0,0,0,0,0
ENSG00000253424,0.314916,0,0,0,0,0.451026,0,0
ENSG00000253427,0,0,0,0,0,0,0,0
ENSG00000253429,0,0,0,0,0,0.365402,0,0
ENSG00000253430,0,0,0,0.0477922,0.136343,0,0.126932,0
ENSG00000253432,0,0,0,0,0,0,0,0
ENSG00000253433,0.125019,0,0,0,0,0,0.122981,0
ENSG00000253444,0,0,0,0,0,0,0,0
ENSG00000253445,0,0,0,0,0,0,0,0
ENSG00000253447,0,0,0,0,0,0,0,0
ENSG00000253449,0,0.0654681,0,0,0,0.0807665,0.143587,0.0707469
ENSG00000253452,0.078865,0.0170007,0,0.0214652,0.084517,0.0304845,0.0721001,0.0523474
ENSG00000253455,0,0,0,0,0,0,0,0
ENSG00000253468,0,0,0,0,0,0,0,0
ENSG00000253470,0,0,0,0,0,0,0.27718,0
ENSG00000253471,0,0,0,0,0,0,0,0
ENSG00000253472,0,0,0,0,0,0,0,0
ENSG00000253474,0,0.0691252,0.0901856,0.157763,0,0,0.0756669,0
ENSG00000253475,0,0.293679,0,0,0.313927,0,0,0
ENSG00000253476,0.365403,0.223608,0.146173,0.12695,0.234455,0.405059,0.432484,0
ENSG00000253477,0.234883,0,0.189986,0.327043,0.167169,0,0.571272,0.0770153
ENSG00000253480,0,0,0,0,0,0,0,0
ENSG00000253483,0,0,0,0,0,0,0,0
ENSG00000253484,0,0,0,0,0,0,0,0
ENSG00000253493,0,0,0,0,0,0,0,0
ENSG00000253496,0,0,0,0,0,0,0,0
ENSG00000253499,0,0,0,0,0,0,0,0
ENSG00000253500,0,0,0,0.0511166,0.0528364,0.186992,0.165964,0
ENSG00000253503,0,0,0,0,0,0,0,0
ENSG00000253505,0.262361,0,0,0.150732,0.145277,0.145031,0.327329,0.342986
ENSG00000253507,0,0.0548915,0,0,0,0,0,0
ENSG00000253508,2.02986,2.58445,3.24308,1.88016,2.03083,2.75732,3.56275,2.971
ENSG00000253509,0,0,0,0,0,0,0,0
ENSG00000253510,0,0,0,0,0,0,0,0
ENSG00000253515,0,0,0,0.296345,0,0,0,0
ENSG00000253519,0.025515,0.0462073,0.0300815,0.0530393,0,0.0290847,0,0
ENSG00000253520,0,0,0,0,0,0,0,0
ENSG00000253523,0,0,0,0,0,0,0,0
ENSG00000253524,0,0,0,0,0,0,0,0
ENSG00000253526,0,0,0,0,0,0,0,0
ENSG00000253528,0,0,0,0,0,0,0,0
ENSG00000253530,0,0,0,0,0,0,0,0
ENSG00000253532,0,0.187106,0,0,0,0,0.202441,0
ENSG00000253535,0,0.0823236,0,0,0.0808235,0.16997,0,0.148913
ENSG00000253539,0,0.0828573,0,0.094398,0,0.202809,0,0
ENSG00000253543,0,0,0,0,0,0,0,0
ENSG00000253550,0,0,0,0,0,0,0,0
ENSG00000253551,0,0,0,0,0,0,0,0
ENSG00000253553,0.149017,0.0636162,0,0,0.225518,0.135129,0.199346,0.153606
ENSG00000253557,0,0,0,0,0,0,0,0
ENSG00000253558,0,0,0,0,0.0444401,0,0,0.0409451
ENSG00000253562,0,0,0,0,0,0,0,0
ENSG00000253564,0,0.149278,0,0,0.174458,0,0,0
ENSG00000253571,0,0,0,0,0,0,0,0
ENSG00000253572,0.0782943,0,0,0,0,0,0,0
ENSG00000253574,0,0.142812,0,0,0,0,0,0
ENSG00000253576,0,0,0,0,0,0,0,0
ENSG00000253577,0,0,0,0,0,0,0,0
ENSG00000253581,0,0,0,0,0,0,0,0
ENSG00000253583,0,0,0,0,0,0,0,0
ENSG00000253584,0,0,0,0,0,0,0,0
ENSG00000253586,0,0,0,0,0,0,0,0
ENSG00000253596,0.31032,0.0947088,0.123738,0.431054,0.109821,0.461148,0.102411,0.404689
ENSG00000253600,0,0,0,0,0,0.17138,0,0
ENSG00000253604,0,0,0,0,0,0,0,0
ENSG00000253607,0,0,0,0,0,0,0,0
ENSG00000253608,0,0.0350694,0,0,0,0,0,0.0386587
ENSG00000253613,0,0,0,0,0,0,0,0
ENSG00000253614,0,0,0,0,0.0164936,0,0,0
ENSG00000253615,0,0,0,0,0,0,0,0
ENSG00000253616,0.766033,0.56133,0.946326,0,0.586787,0.325672,0.425591,0.135134
ENSG00000253619,0,0.129828,0,0,0,0,0.0712047,0
ENSG00000253620,0,0,0,0,0,0,0,0
ENSG00000253623,0,0,0,0,0.0690021,0,0.0645465,0.11535
ENSG00000253628,0,0,0,0,0,0,0,0
ENSG00000253629,0,0,0,0,0,0,0,0
ENSG00000253630,0.752775,0,0.988276,0,0,0,0,0
ENSG00000253632,0,0,0,0,0,0,0,0
ENSG00000253633,0,0.188486,0.280555,0.0879511,0,0.114745,0,0.201387
ENSG00000253634,0,0,0,0,0,0,0,0
ENSG00000253636,0.100026,0.285183,0.268415,0.104998,0.182697,0.158937,0.141007,0.290985
ENSG00000253641,0.116151,0.101741,0,0,0.0315724,0,0.0592142,0
ENSG00000253642,0.0328271,0.06603,0,0.109634,0.09397,0.0987379,0,0.0326334
ENSG00000253643,0,0,0,0,0,0,0,0
ENSG00000253645,0,0,0,0,0.0961203,0,0,0
ENSG00000253646,0,0,0,0,0,0,0,0
ENSG00000253652,0,0,0,0,0,0,0,0
ENSG00000253653,0.0580849,0.3171,0.137778,0.181266,0.124614,0,0.116619,0.114806
ENSG00000253656,0,0,0.0529176,0,0,0,0,0.022377
ENSG00000253657,0,0,0,0,0,0,0,0
ENSG00000253659,0,0,0,0,0,0,0,0
ENSG00000253660,0,0,0,0,0,0,0,0
ENSG00000253664,0,0,0,0,0,0,0,0
ENSG00000253666,0,0,0,0,0,0,0,0
ENSG00000253667,0,0,0,0,0,0,0,0
ENSG00000253668,0,0,0,0,0,0,0,0
ENSG00000253671,0.0428747,0.0455372,0.0427899,0.0907125,0,0.0326909,0.0750136,0.0818006
ENSG00000253672,0,0,0,0,0,0,0,0
ENSG00000253673,0,0,0,0,0,0,0,0
ENSG00000253675,0,0,0,0,0,0,0.216814,0
ENSG00000253678,0,0,0,0,0,0,0,0
ENSG00000253680,0,0,0,0,0,0,0,0
ENSG00000253681,2.33133,1.4431,2.23374,0.272281,2.40086,3.33636,0.492099,0.245092
ENSG00000253682,0,0,0,0,0,0,0,0
ENSG00000253683,0,0,0,0,0,0,0,0
ENSG00000253687,0,0,0,0,0,0,0,0
ENSG00000253688,0.0314659,0,0.17287,0.0691334,0.0777,0,0,0.0938712
ENSG00000253690,0,0,0,0,0,0,0,0
ENSG00000253693,0,0,0,0,0,0,0,0
ENSG00000253698,0,0,0,0,0,0,0.0868522,0
ENSG00000253706,0.15632,0,0.559376,0.161053,0.208592,0.174321,0.309699,0.149248
ENSG00000253708,0,0.0965282,0,0,0,0,0,0
ENSG00000253713,0,0,0,0,0,0,0,0
ENSG00000253715,0,0,0,0,0,0,0,0
ENSG00000253720,0.0388963,0,0.0459694,0,0.04191,0,0,0.077223
ENSG00000253722,0,0,0,0,0,0,0,0
ENSG00000253725,0,0,0,0,0,0,0,0
ENSG00000253726,0,0,0,0,0.0297625,0,0,0.0274211
ENSG00000253730,1.27072,1.37726,4.5704,3.25064,1.22306,1.53953,0.911617,0.45063
ENSG00000253736,0,0.0494879,0.150278,0.170377,0.0857718,0.0311248,0.110728,0.108774
ENSG00000253737,0.283021,0,0,0,0,0,0.125678,0
ENSG00000253744,0,0,0,0,0,0,0,0
ENSG00000253746,4.6883,6.24654,6.12147,6.66093,8.36457,6.1693,6.42904,6.24757
ENSG00000253750,0,0,0,0,0,0,0,0
ENSG00000253754,0,0,0,0,0,0,0,0
ENSG00000253762,0,0,0,0,0,0,0,0
ENSG00000253766,0,0,0.069659,0.0607901,0.137473,0,0.124348,0.0385492
ENSG00000253768,0,0,0,0,0,0,0,0
ENSG00000253772,0,0,0.0970259,0,0,0,0.162349,0
ENSG00000253774,0,0,0,0,0,0,0,0
ENSG00000253775,0,0,0,0,0.0257633,0,0,0
ENSG00000253776,0,0,0,0,0,0,0,0
ENSG00000253778,0,0,0,0,0,0,0,0
ENSG00000253784,0,0,0,0,0.144857,0,0,0
ENSG00000253785,0.0639815,0.116409,0,0,0,0.0728967,0.0653852,0
ENSG00000253792,0,0,0,0,0,0,0,0
ENSG00000253793,0,0.0565914,0.0737785,0,0,0,0,0
ENSG00000253796,0,0.258891,0,0,0,0,0,0.272865
ENSG00000253798,0,0,0,0,0,0,0,0
ENSG00000253803,0,0,0,0,0,0,0,0
ENSG00000253805,0,0,0,0,0,0,0,0
ENSG00000253806,0,0,0,0,0,0,0,0
ENSG00000253811,0,0,0,0,0,0,0,0
ENSG00000253817,0,0,0,0,0,0,0,0
ENSG00000253821,0.224716,0.0408123,0.0531743,0.233667,0.096715,0,0.0905922,0.0891011
ENSG00000253824,0,0,0,0,0,0,0,0
ENSG00000253825,0,0,0,0,0,0,0.140874,0
ENSG00000253829,0,0,0,0,0,0,0,0
ENSG00000253832,0,0,0,0,0,0,0,0
ENSG00000253836,0,0,0,0,0,0,0,0
ENSG00000253837,0.0525117,0,0.0246776,0,0.0393788,0.0232036,0.0472533,0.020713
ENSG00000253841,0,0,0,0,0,0,0,0
ENSG00000253842,0,0,0,0,0,0,0,0
ENSG00000253844,0.258701,0.315113,0.102827,0.62853,0,0,0.257467,0.169347
ENSG00000253849,0,0,0,0,0,0,0.323383,0
ENSG00000253851,0,0,0,0,0,0,0,0
ENSG00000253852,0,0,0,0,0,0,0,0
ENSG00000253853,0,0.154102,0,0,0,0.0443638,0,0
ENSG00000253854,0.111888,0.101771,0.132648,0.0582104,0,0.0632046,0.0562125,0.276999
ENSG00000253857,0,0,0,0,0,0,0,0
ENSG00000253858,0,0,0,0,0,0,0,0
ENSG00000253859,0,0,0,0,0,0,0,0
ENSG00000253865,0.207892,0,0.248709,0.108292,0.110346,0,0.102897,0
ENSG00000253871,0,0,0,0,0,0,0,0
ENSG00000253872,0,0,0,0,0,0.0498717,0.0221755,0
ENSG00000253875,0.0143883,0.0260145,0,0,0,0,0,0
ENSG00000253878,2.16576,2.63577,2.64976,3.00629,1.79787,1.43999,2.3995,2.05062
ENSG00000253879,0.114283,0,0.306509,0.166981,0,0,0,0
ENSG00000253880,0,0.0986064,0,0,0,0,0,0
ENSG00000253882,0.25004,0.530536,0.313182,0.417079,0.290612,0.700179,0.916383,0.479657
ENSG00000253884,0,0,0,0,0,0,0,0
ENSG00000253886,0.0859765,0,0.0508433,0.0446987,0.0462751,0.0975006,0.0867032,0
ENSG00000253888,0,0,0,0,0,0,0,0
ENSG00000253891,0,0,0,0,0,0,0.0339072,0.033323
ENSG00000253892,0,0,0,0,0,0,0,0
ENSG00000253894,0,0,0,0,0,0,0,0
ENSG00000253896,0,0,0,0,0,0,0,0
ENSG00000253897,0,0,0,0,0,0,0,0
ENSG00000253899,0,0,0,0,0,0,0.0392538,0
ENSG00000253901,0,0,0,0,0,0,0,0
ENSG00000253903,0,0,0,0,0,0,0,0
ENSG00000253907,0,0,0,0,0,0,0,0
ENSG00000253911,0.326675,0,0,0,0.449658,0,0,0
ENSG00000253912,0.957756,0,0,0,0,1.94968,0,0
ENSG00000253917,0.656945,0,0,0.728547,0,0.694167,0.320803,0.375538
ENSG00000253923,0,0,0,0,0.0584094,0,0.053761,0
ENSG00000253924,0,0,0,0,0,0,0,0
ENSG00000253925,0,0,0,0,0,0,0,0
ENSG00000253927,0,0,0,0,0,0,0,0
ENSG00000253931,0,0.106829,0,0,0,0,0.459425,0.340677
ENSG00000253932,0.0128445,0,0,0.0533859,0,0,0,0
ENSG00000253939,0,0,0,0,0,0,0,0
ENSG00000253942,0,0,0,0,0,0,0,0
ENSG00000253945,0,0,0,0,7.86943,4.41891,3.69783,7.23179
ENSG00000253946,0,0,0,0,0,0,0,0
ENSG00000253947,0.274167,0.126048,0,0,0,0,0,0
ENSG00000253949,0,0,0,0,0,0,0,0
ENSG00000253955,0,0,0,0,0,0,0,0
ENSG00000253956,0,0,0,0,0,0,0,0
ENSG00000253960,0,0,0,0,0,0,0,0
ENSG00000253961,0,0,0,0,0,0,0,0
ENSG00000253965,0,0,0,0,0,0.161533,0,0.141494
ENSG00000253966,0.220273,0.166487,0.0867418,0.0381675,0.277038,0.166841,0.11128,0.182311
ENSG00000253967,0.0388531,0.0178285,0,0.0403775,0,0,0,0
ENSG00000253968,0,0.036087,0,0,0,0.10427,0,0
ENSG00000253975,0,0,0,0,0,0,0,0
ENSG00000253976,0,0,0,0,0,0,0,0
ENSG00000253979,0,0,0,0,0,0,0,0
ENSG00000253980,0,0,0,0,0,0,0,0
ENSG00000253983,0,0,0,0,0,0,0,0
ENSG00000253986,0,0,0,0,0,0,0,0
ENSG00000253988,0.305853,0.186651,0,0,0.108277,0.227352,0,0
ENSG00000253991,0,0,0,0,0,0,0,0
ENSG00000253993,0,0,0,0,0,0,0,0
ENSG00000254000,0,0,0,0,0,0,0,0
ENSG00000254001,0.336523,0,0,0,0,0,0,0
ENSG00000254002,0,0,0,0,0,0,0,0
ENSG00000254006,0,0,0,0,0,0,0,0
ENSG00000254007,0,0,0,0,0,0,0,0.0564889
ENSG00000254011,0,0,0,0,0,0,0,0
ENSG00000254019,0.104973,0,0,0,0,0,0,0
ENSG00000254024,0,0,0,0,0,0,0,0
ENSG00000254027,0,0.0993731,0.129855,0.451992,0.51259,0.107662,0.191294,0.10594
ENSG00000254028,0,0.0577823,0,0,0,0.0715341,0.190803,0.125266
ENSG00000254031,0,0,0,0,0,0,0,0
ENSG00000254033,0,0,0,0,0,0,0,0
ENSG00000254035,0,0,0,0,0,0,0,0
ENSG00000254038,0.0924198,0,0.220669,0,0,0,0.275422,0
ENSG00000254039,0,0.180743,0,0,0,0,0,0
ENSG00000254040,0.0246135,0,0,0,0,0,0,0
ENSG00000254041,0,0,0,0,0,0,0,0
ENSG00000254043,0,0,0,0,0,0,0,0
ENSG00000254044,0,0.143022,0.350838,0,0.0712783,0.146336,0,0
ENSG00000254047,0,0,0,0,0,0,0,0
ENSG00000254048,0,0,0,0,0,0,0,0
ENSG00000254051,0,0,0,0,0,0,0,0
ENSG00000254054,0,0,0,0,0,0,0,0
ENSG00000254055,0.0686696,0,0,0,0,0,0,0
ENSG00000254057,0,0,0,0.12695,0.128779,0,0,0
ENSG00000254060,0,0,0,0,0,0,0,0
ENSG00000254061,0,0,0,0,0,0,0,0
ENSG00000254065,0,0,0,0,0,0,0,0
ENSG00000254067,0,0,0,0,0,0,0,0
ENSG00000254069,0,0,0,0,0,0,0,0
ENSG00000254070,0,0,0,0,0,0,0,0
ENSG00000254076,0,0,0,0,0,0,0,0
ENSG00000254080,0,0,0,0,0.182017,0,0,0
ENSG00000254084,0,0,0,0,0,0,0,0
ENSG00000254086,0,0,0,0,0,0,0,0
ENSG00000254092,0.0158596,0.00852056,0,0,0,0,0.028915,0
ENSG00000254094,0,0,0.146603,0,0,0,0,0
ENSG00000254095,0,0,0,0,0,0,0,0
ENSG00000254099,0,0,0,0,0,0,0,0
ENSG00000254102,0,0,0,0,0,0,0,0
ENSG00000254104,0,0,0,0,0,0,0,0
ENSG00000254111,0.202921,0.0953381,0.189412,0.254084,0.101161,0.120484,0.0402196,0.138502
ENSG00000254112,0,0,0,0,0,0,0,0
ENSG00000254113,0,0,0,0,0,0,0,0
ENSG00000254115,0,0,0,0,0,0,0,0
ENSG00000254129,0,0,0,0,0,0,0.149052,0
ENSG00000254131,0,0,0,0,0,0,0,0
ENSG00000254135,0,0,0,0,0,0,0,0
ENSG00000254138,0,0,0,0,0,0,0,0
ENSG00000254139,0,0,0,0,0,0,0,0
ENSG00000254141,0,0.07225,0,0,0.0845167,0.177705,0,0
ENSG00000254143,0,0,0,0,0,0,0,0
ENSG00000254153,0.217532,0.117617,0.111658,0,0.504671,0.0627174,0,0.162092
ENSG00000254158,0,0,0,0,0,0,0,0
ENSG00000254162,0,0,0,0,0,0,0.012112,0.0496189
ENSG00000254163,0,0,0,0,0,0,0,0
ENSG00000254165,0.401825,0.073356,0.287167,0,0,0,0.160262,0.474098
ENSG00000254170,0,0,0.165169,0,0,0,0,0.0684919
ENSG00000254177,0,0,0,0,0,0,0,0.162197
ENSG00000254178,0,0.255455,0,0.144801,0,0,0,0
ENSG00000254180,0.0530892,0.0110279,0,0.0253589,0.123919,0.0326662,0.0496885,0.157176
ENSG00000254183,0,0,0,0,0,0,0,0
ENSG00000254186,0.304792,0.212749,0.326703,0.33397,0.332117,0,0.133136,0.174135
ENSG00000254187,0,0,0,0,0,0,0,0
ENSG00000254189,0,0,0,0,0,0,0,0
ENSG00000254192,0,0,0,0,0,0,0,0
ENSG00000254193,0,0,0,0,0,0,0,0
ENSG00000254194,0,0.117601,0,0,0,0,0,0
ENSG00000254197,0,0,0,0,0,0,0,0
ENSG00000254198,0,0,0.229644,0,0,0,0,0
ENSG00000254202,0,0.252931,0.110091,0.192082,0.0981622,0.206237,0.274841,0.271285
ENSG00000254204,0,0,0,0,0,0,0,0
ENSG00000254207,0.296629,1.10332,0,0.626588,0.911996,1.2656,0.838865,0.279532
ENSG00000254208,0,0,0,0,0,0.161789,0.143666,0
ENSG00000254216,0,0,0,0,0,0,0,0
ENSG00000254219,0,0,0.1366,0,0,0.307239,0,0.542803
ENSG00000254222,0.811879,0,0,0,0,0,0,0.197736
ENSG00000254227,0,0,0,0,0,0,0,0
ENSG00000254230,0,0,0,0,0,0,0,0
ENSG00000254236,0,0,0,0,0,0,0,0.173241
ENSG00000254237,0,0.0675423,0,0.0770914,0,0,0,0.0729281
ENSG00000254238,0,0,0.247475,0,0.109821,0.230574,0,0
ENSG00000254239,0,0,0,0,0,0,0,0
ENSG00000254242,0,0,0,0,0,0,0,0
ENSG00000254246,0,0,0,0,0,0,0,0
ENSG00000254247,0,0,0,0,0,0,0,0
ENSG00000254248,0,0,0,0,0,0,0,0
ENSG00000254249,0,0,0,0,0,0,0,0
ENSG00000254251,0.195028,0.0592084,0,0,0.139252,0.0732517,0,0.0641428
ENSG00000254255,0,0,0,0,0,0,0,0
ENSG00000254258,0.0546011,0.0942053,0.0698215,0.0866528,0.0755471,0.137974,0,0.072089
ENSG00000254261,0,0.148197,0,0,0,0,0,0
ENSG00000254263,0,0.135791,0,0,0,0,0,0.285568
ENSG00000254273,0,0,0,0,0,0,0,0
ENSG00000254277,0,0,0,0,0.0723493,0,0,0.19996
ENSG00000254278,0,0,0,0,0,0,0,0
ENSG00000254283,0,0,0,0,0,0,0,0
ENSG00000254287,0,0,0,0,0,0,0,0
ENSG00000254288,0,0,0,0,0,0,0,0
ENSG00000254290,0.367523,0.55932,0.939689,0.827753,0.376429,0.551605,0.628001,0.732188
ENSG00000254293,0.189787,0.175206,0,0,0.0295342,0.0311446,0.110798,0
ENSG00000254295,0,0,0,0,0,0,0,0
ENSG00000254297,0,0,0,0,0,0,0,0
ENSG00000254298,0,0.456057,0,0,0.979991,0,0.446516,0
ENSG00000254302,0,0,0.142439,0,0,0,0.204421,0
ENSG00000254303,0,0.0634106,0.0827079,0.0724125,0,0,0,0
ENSG00000254306,0,0,0.136975,0,0,0,0,0
ENSG00000254307,0,0,0,0,0,0,0,0
ENSG00000254310,0,0,0,0,0,0,0,0
ENSG00000254313,0,0,0,0,0,0,0,0
ENSG00000254314,0,0,0,0,0,0,0,0
ENSG00000254315,0,0,0,0,0,0,0,0
ENSG00000254316,0,0,0,0,0,0,0,0
ENSG00000254317,0,0,0,0,0,0,0,0
ENSG00000254319,0,0,0,0.0382999,0,0,0,0
ENSG00000254320,0,0,0,0,0,0,0,0
ENSG00000254321,0.0235184,0,0,0,0,0,0,0.0225008
ENSG00000254325,0,0.0786166,0,0,0,0,0.085653,0
ENSG00000254328,0,0.908097,0,0,0,0,0,0
ENSG00000254330,0,0.131385,0,0,0,0,0,0
ENSG00000254332,0,0,0,0,0,0,0,0
ENSG00000254334,0,0,0,0,0,0,0,0
ENSG00000254336,0,0,0,0,0,0.337496,0,0
ENSG00000254337,0.0674869,0,0.0801814,0,0,0.281055,0,0
ENSG00000254339,0,0,0,0,0.0824065,0,0,0
ENSG00000254340,0.156679,0.246971,0,0.289732,0.16432,0,0.179072,0.151361
ENSG00000254343,1.17397,1.26643,1.57521,1.62994,2.02504,0.877951,0.755696,1.64006
ENSG00000254348,0.45648,1.70377,1.16767,0,1.37688,3.34276,0.838199,0.849591
ENSG00000254350,0.0806702,0,0,0.0839846,0,0.0905,0.0804277,0
ENSG00000254361,0,0,0,0,0,0,0,0
ENSG00000254362,0,0,0,0,0,0,0.108016,0
ENSG00000254363,0,0.0200642,0.0126075,0.0232901,0.0344882,0,0.0152068,0.00736612
ENSG00000254364,0,0,0,0,0,0,0,0
ENSG00000254366,0,0,0,0,0,0,0,0
ENSG00000254367,0.331989,0.242889,0,0.0908993,0.597828,0.20827,1.2931,0
ENSG00000254370,0.128026,0.352803,0,0,0.270309,0,0,0
ENSG00000254372,0,0,0,0.309267,0,0,0,0
ENSG00000254373,0,0,0,0,0,0.295256,0,0
ENSG00000254380,0,0,0,0,0,0,0,0
ENSG00000254383,0,0,0,0,0,0,0,0
ENSG00000254391,0,0,0,0,0,0,0,0
ENSG00000254394,0,0.0241973,0,0,0,0.0304453,0.0541556,0
ENSG00000254396,0.220851,0,0,0,0,0,0,0.215623
ENSG00000254397,0,0,0,0.318409,0,0,0,0
ENSG00000254398,0,0,0,0,0,0,0.114252,0
ENSG00000254400,0,0,0,0,0,0.41828,0,0.18425
ENSG00000254404,0.240042,0,0,0,0,0,0,0
ENSG00000254406,0,0,0,0,0,0,0,0
ENSG00000254409,0,0.208442,0.408682,0.355367,0.481576,0.252605,0.448795,0.554485
ENSG00000254411,0,0,0,0,0,0,0,0
ENSG00000254419,0,0,0,0,0,0.11893,0,0
ENSG00000254420,0,0,0,0,0.172189,0,0,0
ENSG00000254422,0,0,0,0,0,0,0,0
ENSG00000254423,0,0,0,0,0,0,0,0
ENSG00000254424,0,0,0,0,0,0,0,0
ENSG00000254428,0,0,0,0,0,0,0,0
ENSG00000254429,0,0,0,0,0,0,0,0
ENSG00000254431,0.187166,0,0.0957226,0.038435,0.167199,0.205426,0.244583,0.196747
ENSG00000254433,0,0,0,0,0,0,0,0
ENSG00000254443,0,0,0,0,0,0,0,0
ENSG00000254444,0,0,0,0,0,0,0.0677129,0
ENSG00000254452,0,0,0,0,0,0,0,0
ENSG00000254458,0,0,0,0,0,0,0,0.113559
ENSG00000254459,0,0,0,0,0,0.233317,0,0
ENSG00000254461,0,0,0,0,0.124952,0.131046,0.116392,0.115094
ENSG00000254467,0,0,0.024129,0,0.0665002,0.0233856,0,0
ENSG00000254468,0.136161,0,0.0465233,0,0,0,0,0.241514
ENSG00000254471,0,0,0,0,0,0,0,0
ENSG00000254477,0.0557312,0.0252398,0.0720726,0.146941,0.130233,0.2741,0,0.0599892
ENSG00000254478,0,0,0,0,0,0,0,0
ENSG00000254482,0,0,0,0,0,0,0,0
ENSG00000254484,0,0,0,0,0,0,0.507455,0
ENSG00000254485,0.877962,1.7355,0.940042,2.03855,2.17371,2.24938,2.02159,1.15831
ENSG00000254488,0.317302,0.288484,0.0626613,0.33001,0.0567981,0.119598,0.212688,0.156976
ENSG00000254495,0,0,0,0,0,0,0,0
ENSG00000254498,0,0,0,0,0,0,0,0
ENSG00000254499,0,0,0,0,0,0,0,0
ENSG00000254501,0,0.106829,0,0.121384,0,0,0.114856,0
ENSG00000254503,0.124609,0.0357748,0,0,0,0.0925998,0.0401329,0.078753
ENSG00000254506,0,0,0,0.0600929,0,0,0,0
ENSG00000254509,0,0,0,0,0,0,0,0
ENSG00000254510,0,0,0,0,0,0.0441631,0,0
ENSG00000254515,0,0,0,0,0,0,0,0
ENSG00000254519,0.065274,0,0,0,0,0.0775582,0.0579539,0.057052
ENSG00000254522,0,0,0,0,0,0,0,0
ENSG00000254526,0,0,0,0,0,0,0,0
ENSG00000254528,0,0,0,0,0.167199,0,0,0
ENSG00000254533,0,0,0,0,0,0,0,0
ENSG00000254534,0,0,0,0,0,0,0,0
ENSG00000254536,0.993279,0.672861,0.774666,0.633487,1.65028,1.2924,1.16613,1.40884
ENSG00000254537,0,0,0,0.209273,0,0,0,0
ENSG00000254538,0,0,0,0,0,0,0,0
ENSG00000254539,0,0.284099,0,0.086697,0.0879796,0.108347,0.442094,0.469673
ENSG00000254545,0,0,0,0,0,0,0,0
ENSG00000254547,0,0,0,0,0,0,0,0
ENSG00000254548,0,0,0,0,0,0,0,0
ENSG00000254551,0,0.06603,0,0,0,0.0814402,0.0723918,0.0713396
ENSG00000254553,1.50224,1.20751,1.40714,1.46315,1.33068,1.20993,1.70036,1.50799
ENSG00000254556,0,0,0,0,0,0,0,0
