,h3.1,h3.2,h3.3,h11.1,h11.2,h11.3
ENSG00000258488,0,0,0,0,0,0
ENSG00000258489,0,0.297386,0,0,0,0
ENSG00000258490,0,0.328384,0,0,0,0
ENSG00000258493,0,0,0,0,0,0
ENSG00000258496,0,0,0,0,0,0
ENSG00000258497,0,0,0,0,0,0
ENSG00000258500,0.381625,0.688918,0.3834,1.03437,0.980588,0.383686
ENSG00000258504,0,0,0.473765,0,0,0
ENSG00000258505,0,0,0,0,0,0
ENSG00000258507,0,0,0.157763,0.287272,0,0.155785
ENSG00000258509,0,0,0,0,0,0
ENSG00000258510,0,0,0,0,0,0
ENSG00000258513,0,1.89107,0,0,0,0
ENSG00000258515,0.202114,0,0,0,0,0
ENSG00000258516,0,0,0,0,0,0
ENSG00000258517,0,0,0,0,0,0.110398
ENSG00000258520,0.15375,0.278092,0.606481,0,0.256576,0.1496
ENSG00000258521,0,0,0.323726,0,0,0
ENSG00000258525,0.4686,0.100559,0.142408,0.0623489,0.199267,0.153026
ENSG00000258526,1.2502,1.0449,1.61652,0.981203,0.82529,1.00891
ENSG00000258529,0.0414546,5.45E-10,0.0429985,0.682444,0.0998119,1.19482
ENSG00000258534,0.249503,0.679408,0,0,0.259149,0.575805
ENSG00000258535,0.131795,0.129274,0.138657,0.0730965,0.0399127,0.0517888
ENSG00000258539,0.193048,0.218612,0.163236,0.17007,0.352429,0.164532
ENSG00000258542,0,0,0,0,0,0
ENSG00000258554,0,0,0,0.142563,0,0
ENSG00000258557,0,0,0,0,0,0
ENSG00000258559,2.3442,2.48313,2.92305,2.0921,1.02903,1.06823
ENSG00000258560,0,0,0,0,0,0
ENSG00000258561,1.97555,1.08922,0.969382,0.894468,0.39017,1.02997
ENSG00000258562,0,0,0,0,0,0
ENSG00000258566,0,0,0,0,0,0
ENSG00000258572,0,0.139279,0,0,0,0
ENSG00000258573,0,0.0334528,0.0359873,0.0659259,0,0
ENSG00000258578,0,0,0,0,0,0
ENSG00000258580,0,0,0,0,0.264314,0
ENSG00000258581,0,0,0,0.411279,0,0
ENSG00000258587,0,0,0.154248,0.140469,0,0
ENSG00000258592,0.835925,0.987156,1.01939,0.650445,0.991475,0.774186
ENSG00000258593,0.217834,0,0.0707913,0.194731,0.127602,0
ENSG00000258598,0,0,0,0,0,0
ENSG00000258599,1.07625,0.834277,0.606481,1.38093,1.41117,0.448799
ENSG00000258601,0,0,0,0.146582,0,0
ENSG00000258603,0.115744,0.0665787,0.336722,0.0500443,0.0190713,0.11946
ENSG00000258604,0.415921,0.75175,0.218883,0.749128,0.7534,1.22651
ENSG00000258610,0,1.57357,0,0,0,0
ENSG00000258619,0,0,0,0,0,0
ENSG00000258620,0.0475608,0.129276,0.0464133,0,0,0.315956
ENSG00000258623,0,0,0,0,0,0
ENSG00000258627,0,0,0,0,0,0
ENSG00000258631,0,0,0,0,0,0
ENSG00000258632,0,0,0,0,0,0
ENSG00000258634,5.63719,5.8246,5.20895,6.51743,5.89244,5.92458
ENSG00000258637,0,0,0,0,0,0
ENSG00000258642,0.106221,0.288381,0,0,0.0881195,0
ENSG00000258646,0.781665,0,0,0,0,0.191664
ENSG00000258649,0.185333,0,0,0,0,0
ENSG00000258653,1.02072,0.533649,0.818805,0.994969,0.578148,1.52882
ENSG00000258654,0,0,0,0,0,0
ENSG00000258656,0,0,0,0,0,0
ENSG00000258657,0.19601,0.354242,0.387967,0,0,0.192267
ENSG00000258660,0.120453,0.217943,0.118354,0.107989,0,0
ENSG00000258661,0,0.0472249,0.126849,0,0,0.024679
ENSG00000258662,0,0,0,0,0,0
ENSG00000258663,0,0,0,0,0,0
ENSG00000258665,0,0,0,0,0,0
ENSG00000258666,0,0,0.282566,0,0,0
ENSG00000258670,0.724377,0.327873,0.606424,0.162137,0.22495,0.454189
ENSG00000258671,0,0,0,0,0.342401,0
ENSG00000258672,0,0,0,0,0,0
ENSG00000258674,4.85363,6.87278,6.95716,5.59865,7.26188,6.16244
ENSG00000258676,0,0,0,0,0,0
ENSG00000258677,0.124061,0.573274,1.19679,1.89766,2.6822,3.65635
ENSG00000258679,0.0781839,0.065696,0.0959873,0,0.0147584,0.0858882
ENSG00000258682,0.772473,0.698587,0.304722,0,0.386753,0.300695
ENSG00000258683,0.169641,0,0,0.152448,0,0
ENSG00000258690,0,0,0.173553,0,0,0
ENSG00000258691,0.0803657,0,0.0384714,0.366965,0.141628,0.564725
ENSG00000258693,0,0,0,0,0,0.280871
ENSG00000258695,0,0,0.176996,0,0,0
ENSG00000258696,0,0,0,0,0,0
ENSG00000258698,0,0,2.09553,0,0,0
ENSG00000258699,0.21551,0.704893,0.213731,0,0,0.212207
ENSG00000258702,0.285882,0.129171,0.159201,0.0832662,0,0.184531
ENSG00000258703,0,0,0,0,0,0
ENSG00000258705,0,0,0.0214841,0,0,0
ENSG00000258707,0,0,0,0,0,0
ENSG00000258711,0.392911,0.417185,0.300264,0.254771,0.125127,0.21214
ENSG00000258717,0,0,0,0,0,0
ENSG00000258723,0,0,0,0,0,0
ENSG00000258728,0.975247,0.855947,0.587254,0.864169,0.894732,0.708414
ENSG00000258729,0,0.0763848,0,0,0,0
ENSG00000258732,0,0,0,0,0,0
ENSG00000258734,0,0,0,0,0,0
ENSG00000258736,2.00066,2.02338,0.481623,0.337228,0,0.455985
ENSG00000258744,3.89852,5.61461,4.62323,3.57253,3.77835,3.48568
ENSG00000258745,0,0.155025,0.338633,0,0,0
ENSG00000258747,0,0,0,0,0.414158,0
ENSG00000258749,0,0,0,0,0,0
ENSG00000258751,0,0.177665,0,0.17694,0,0
ENSG00000258752,0.0483547,0.0218972,0.143554,0,0.0198439,0.141532
ENSG00000258753,0,0,0,0,0.719719,0.282122
ENSG00000258757,0,0,0,0,0,0
ENSG00000258758,0,0,0,0,0,0
ENSG00000258759,0,0,0,0,0,0
ENSG00000258760,0,0,0,0,0,0
ENSG00000258761,0,0,0,0,0,0
ENSG00000258763,0.190772,0,0,0,0,0
ENSG00000258765,0.18753,0.198871,0.265463,0.194678,0.248829,0
ENSG00000258768,0.24582,0.562855,0.375336,0.32373,0.386031,0.395393
ENSG00000258773,0,0,0,0,0,0
ENSG00000258776,0,0,0,0,0,0
ENSG00000258782,0,0.0499391,0,0,0,0
ENSG00000258784,0,0,0,0,0,0.211477
ENSG00000258789,3.91085,5.72433,4.29281,0.515531,1.24186,1.2211
ENSG00000258790,3.36518,3.97292,3.93552,5.53331,3.23312,4.87123
ENSG00000258792,0,0.452082,0,0,0.210981,0
ENSG00000258793,0,0,0,0,0,0
ENSG00000258796,0.196608,0,0,0,0,0
ENSG00000258800,0,0,0,0,0,0
ENSG00000258803,0.0928111,0.0280396,0.27129,0.055235,0,0.0293388
ENSG00000258807,0.871965,0.111483,0.980628,0,0.167088,0.219228
ENSG00000258811,0.0619421,0.14974,0.180883,0.0184225,0.050862,0.0586167
ENSG00000258820,0.75968,0.473264,0.185637,0.564665,0.262338,0.835634
ENSG00000258823,0,0.191301,0.103709,0,0,0
ENSG00000258824,0.824255,0.596202,0.813541,0.148094,0.275406,0.803768
ENSG00000258827,0.0959953,0.260672,0,0,0,0
ENSG00000258829,0,0,0,0,0.270426,0.315616
ENSG00000258830,0,0.58145,0.722385,1.44717,1.22591,1.42857
ENSG00000258837,0,0,0,0,0,0
ENSG00000258842,0,0,0,0,0,0
ENSG00000258844,0.0901879,0.0545248,0.146445,0,0,0.0855131
ENSG00000258845,0,0,0,0,0,0
ENSG00000258847,0,0,0.102679,0.0937611,0.260407,0
ENSG00000258850,0,0,0,0,0,0
ENSG00000258851,0.166609,0.313608,0.171781,0.454333,0.273247,1.29327
ENSG00000258853,0,0,0,0,0,0
ENSG00000258854,0.209286,0.189154,0,0,0.175724,0
ENSG00000258856,0,0,0.0537812,0,0,0
ENSG00000258857,1.13118,1.19284,1.30533,0.848076,1.26351,0.554133
ENSG00000258860,0,0,0,0,0,0
ENSG00000258864,0,0,0,0,0,0
ENSG00000258866,0,0,0,0,0,0
ENSG00000258868,0,0,0.175503,0,0,0
ENSG00000258871,0.129999,0,0,0,0,0
ENSG00000258875,0.0752741,0.0734009,0.0795886,0,0.18666,0.0384578
ENSG00000258881,0.445482,0.546175,1.07308,0.284257,0.248807,0.354824
ENSG00000258885,0,0,0,0,0,0
ENSG00000258888,0,0.112049,0,0.220585,0,0.237817
ENSG00000258891,0.251928,0.345143,0.147626,0.0545494,0.0848093,0.199666
ENSG00000258892,0,0,0,0,0,0
ENSG00000258895,0,0,0,0,0,0
ENSG00000258901,0,0,0,0,0,0
ENSG00000258902,0,0,0,0,0,0
ENSG00000258903,0,0,0,0,0,0
ENSG00000258904,0.68939,0.311691,1.53213,0.7746,0,1.13541
ENSG00000258908,0,0,0,0,0,0
ENSG00000258909,0,0.129914,0.0349724,0,0,0.0336746
ENSG00000258918,0.330465,0,0,0,0,0
ENSG00000258919,0.169641,0,0,0,0,0
ENSG00000258921,0,0.405943,0,0,0.164332,0
ENSG00000258922,0.2113,1.14606,0.418883,0,0.354974,0
ENSG00000258924,1.3037,0.200669,1.04762,1.85427,1.70525,0.702941
ENSG00000258926,0,0.0452318,0,0,0,0
ENSG00000258927,0,0,0,0,0,0
ENSG00000258928,0,0,0,0,0,0
ENSG00000258931,0,0,0.175188,0,0,0
ENSG00000258932,0.3075,0.23045,0,0.112027,0,0
ENSG00000258938,0.821091,0.596762,0.994632,0.331958,0.434995,0.304677
ENSG00000258942,0,0,0,0,0,0
ENSG00000258943,0,0,0,0,0,0
ENSG00000258944,0.935744,1.50552,1.42804,0.838322,0.776087,0.800889
ENSG00000258945,0,0,0,0,0,0
ENSG00000258949,0,0,0,0,0,0
ENSG00000258958,0,0,0,0,0,0
ENSG00000258959,0,0,0,0,0,0
ENSG00000258964,2.34073,1.11594,0.498311,0.930309,1.81355,0.0262405
ENSG00000258968,0,0,0,0,0,0
ENSG00000258973,0,0,0,0,0,0
ENSG00000258976,0,0.114577,0,0,0,0
ENSG00000258982,0.37218,1.01998,0.366536,0,0.935993,0.734659
ENSG00000258983,0,0,0,0,0.142408,0
ENSG00000258985,4.9261,1.94745,1.53795,2.50234,3.66126,4.92037
ENSG00000258989,0,0.888265,0.558408,0.707011,0,0
ENSG00000258993,0,0,0,0,0,0
ENSG00000259001,0.42767,0,0.41622,0,0.877125,0
ENSG00000259002,1.96495,0.542348,2.29952,0.900237,0.27999,0
ENSG00000259003,0,0,0.101336,0,0.168511,0.394472
ENSG00000259005,0.299561,0.135478,0,0,0.374795,0
ENSG00000259006,0.0776557,0.210949,0,0.0694824,0,0.148732
ENSG00000259007,0,0,0,0,0,0
ENSG00000259008,0,0,0.0163335,0,0,0
ENSG00000259013,0,0,0,0,0,0
ENSG00000259015,4.18733,2.94743,4.69866,2.53064,5.21396,1.41573
ENSG00000259016,0,0,0,0,0,0
ENSG00000259017,0,0.198675,0.37161,0,0.157234,0
ENSG00000259018,0,0,0,0,0,0
ENSG00000259020,0,0,0,0,0,0
ENSG00000259031,0,0,0,0.146961,0,0
ENSG00000259033,0.355425,0.753585,1.04139,0.633534,0.459895,0.341208
ENSG00000259035,0.103131,0,0,0,0,0
ENSG00000259036,0,0,0,0.140123,0,0
ENSG00000259037,0,0,0,0,0,0
ENSG00000259038,0,0,0,0,0,0
ENSG00000259039,0,0.051903,0.508925,0,0.0973057,0.226188
ENSG00000259041,0,0,0,0,0,0
ENSG00000259044,0,0,0,0,0,0
ENSG00000259048,0.137284,0,0,0,0,0.0987978
ENSG00000259049,0,0.471764,0.512867,0.155489,0.0718896,0.337367
ENSG00000259052,0,0,0,0,0,0
ENSG00000259053,0,0,0,0,0,0
ENSG00000259055,0,0,0,0,0,0
ENSG00000259058,0,0,0,0,0,0
ENSG00000259060,0,0,0,0,0,0
ENSG00000259061,0,0,0,0,0,0
ENSG00000259065,0.163986,0.461382,0.335891,0.620295,0.426484,0.031115
ENSG00000259066,2.47146,1.52836,0.7423,0,0.369974,0.579183
ENSG00000259069,0,0,0,0,0,0
ENSG00000259071,0,0,0,0,0.0185823,0
ENSG00000259072,0,0,0,0,0,0
ENSG00000259076,0,0,0,0,0,0
ENSG00000259077,0,0,0,0,0,0
ENSG00000259079,0,0,0,0,0,0
ENSG00000259080,0.195633,0.835792,0.249966,0.513654,0.138105,0.750351
ENSG00000259081,0.762589,0.492915,0.534644,0.488115,0.81365,0.210001
ENSG00000259083,1.21625,0.942631,1.20142,0.468576,1.30781,0.509312
ENSG00000259084,0,0,0,0,0,0
ENSG00000259087,0,0,0,0,0,0
ENSG00000259088,0.668519,0.805642,0.22122,0.803423,0.374989,0.219829
ENSG00000259093,0,0.0887561,0,0,0,0
ENSG00000259094,0.0752741,0.0681632,0,0,0,0
ENSG00000259098,0,0,0,0,0,0
ENSG00000259099,0,0,0,0,0,0.0407237
ENSG00000259103,0.183418,0.188611,0.0597408,0,0.100899,0.058347
ENSG00000259106,0.328853,0.339325,0.162287,0.147713,0.412024,0.160325
ENSG00000259109,0,0,0,0,0,0
ENSG00000259111,0,0,0,0.401711,0,0.219829
ENSG00000259113,0,0.509716,0.557795,0,0,0
ENSG00000259115,0,0,0.456016,0,0,0
ENSG00000259117,0,0,0,0,0,0.516035
ENSG00000259118,0.19721,0,0.195188,0.177488,0,0
ENSG00000259119,0,0,0.221188,0.0337652,0,0
ENSG00000259121,0,0,0,0,0,0
ENSG00000259124,0,0,0,0,0.113316,0
ENSG00000259126,0,0,0,0,0,0
ENSG00000259130,0.128429,0,0.489409,0.115201,0.106839,0.124314
ENSG00000259132,3.11978,1.97098,0.297252,0,0,1.56521
ENSG00000259133,0,0.425901,0.154628,0.422451,0.13084,0
ENSG00000259135,0,1.11877,2.01335,0,0.078469,0.321475
ENSG00000259136,0,0,0,0,0,0
ENSG00000259137,0,0,0,0,0,0
ENSG00000259138,1.83876,1.93862,2.75489,1.1072,0.260325,1.53024
ENSG00000259143,0,0.0246948,0,0,0,0
ENSG00000259149,0,0,0,0,0,0
ENSG00000259152,0.391668,0,0,0,0.33575,0
ENSG00000259160,0,0,0,0,0,0
ENSG00000259162,0.654702,0.791158,1.18452,0,0.177402,0.500374
ENSG00000259163,0,0,0.116125,0,0,0
ENSG00000259164,0,0,0,0,0,0
ENSG00000259166,0,0,0,0,0,0.178249
ENSG00000259168,0,0,0,0,0,0
ENSG00000259171,0,1.05164,0,0,0.719997,1.08796
ENSG00000259173,0,0.720835,0,0,0,0
ENSG00000259175,0.10268,0.0493789,0.0556042,0.0729537,0,0
ENSG00000259177,0,0,0,0,0,0
ENSG00000259178,0,0,0,0,0,0
ENSG00000259180,0,0,0,0,0,0
ENSG00000259181,0.221677,0,0,0,0.145962,0.312474
ENSG00000259182,0,0,0,0,0,0
ENSG00000259185,0,0,0,0,0,0
ENSG00000259187,0,0,0,0,0,0
ENSG00000259188,0,0,0,0,0,0
ENSG00000259191,0,0.23473,0.255206,0,0,0
ENSG00000259192,0,0,0,0,0,0
ENSG00000259194,0,0,0,0,0,0
ENSG00000259195,0,0,0,0,0,0
ENSG00000259198,0.0662505,0.0451364,0.0518368,0,0,0.0156657
ENSG00000259199,0.0951366,0,0.0932598,0,0,0
ENSG00000259200,0.389204,0,0.255206,0,0,0.125609
ENSG00000259201,0,0.166077,0,0,0,0
ENSG00000259202,0,0,0,0,0,0
ENSG00000259203,0,0,0,0,0,0
ENSG00000259208,0,0,0,0,0,0
ENSG00000259209,1.01171,0.38073,0.61154,0.620011,0.651141,1.13809
ENSG00000259211,0,0,0,0,0,0
ENSG00000259212,0,0,0,0.368572,0,0
ENSG00000259216,0,0,0,0,0,0
ENSG00000259219,0.0619969,0,0.0278797,0.0255461,0,0
ENSG00000259221,0.279293,0.631639,0,0,0,0
ENSG00000259222,0,0,0,0.0758778,0,0
ENSG00000259223,0.214947,0.194515,0,0,0,0.103554
ENSG00000259227,0,0,0,0,0,0
ENSG00000259232,0.442485,0,0.446732,0.801908,0,0.448051
ENSG00000259238,0,0,0,0,0,0
ENSG00000259239,0,0,0,0,0,0
ENSG00000259241,0,0,0,0,0,0
ENSG00000259242,0,0.0761348,0.166131,0,0,0
ENSG00000259244,5.19519,7.09112,3.08345,4.90593,5.06298,6.15425
ENSG00000259250,0,0,0,0,0,0
ENSG00000259252,0,0,0,0,0,0
ENSG00000259254,0.361135,0.653083,0,0,0.151145,0.176696
ENSG00000259255,0,0,0,0,0,0
ENSG00000259257,0,0,0,0,0.115062,0
ENSG00000259258,0,0,0,0,0,0
ENSG00000259265,0,0,0,0,0,0
ENSG00000259268,0,0,0,0,0,0
ENSG00000259269,0,0,0,0,0,0
ENSG00000259270,0,0,0,0,0,0
ENSG00000259273,0,0,0,0,0,0
ENSG00000259274,0,0,0.465121,0,0,0
ENSG00000259275,1.58938,1.62396,1.23343,1.18805,1.66207,0.791317
ENSG00000259276,0,0,0,0,0,0
ENSG00000259277,0,0,0,0,0,0
ENSG00000259278,0,0,0,0,0,0
ENSG00000259280,0,0,0,0,0,0
ENSG00000259283,0.106398,0.0962869,0.104408,0.0953325,0,0
ENSG00000259286,0.252976,0.229037,0.165155,0.15095,0.139557,0.242593
ENSG00000259287,2.2707,0.615058,2.04217,2.81899,2.4469,1.48523
ENSG00000259290,0.322531,0.325051,0,0,0,0.322678
ENSG00000259294,0,0,0,0,0,0
ENSG00000259299,0,0.0445084,0,0,0,0
ENSG00000259306,0.312424,0.188497,0,0.0932997,0.0863744,0.100278
ENSG00000259309,0,0,0,0,0,0
ENSG00000259312,0,0,0,0,0,0
ENSG00000259314,0.29738,0.0897192,0,0.17757,0.410837,0.381405
ENSG00000259316,48.6674,43.4032,44.4181,71.9818,60.0217,57.4489
ENSG00000259317,0,0.275695,0,0,0.259062,0
ENSG00000259320,0,0,0,0,0,0
ENSG00000259321,0.218638,0.09892,0.240906,0.0983705,0.0909124,0
ENSG00000259322,0,0,0,0,0,0
ENSG00000259326,0.259709,0.294223,0.316353,0.202877,0.320336,0.338759
ENSG00000259327,0.209798,0,0.0948041,0.0806113,0,0
ENSG00000259331,0.526429,0,0,0,0.109517,0
ENSG00000259333,0,0,0,0,0,0
ENSG00000259336,0,0,0,0,0,0
ENSG00000259340,0,0,0,0,0,0
ENSG00000259341,0,0,0,0,0,0
ENSG00000259342,0,0.050329,0,0,0.18729,0
ENSG00000259345,3.1752,3.01856,4.17745,2.45933,2.58826,2.60327
ENSG00000259346,0,0.751872,1.1065,0,0,0
ENSG00000259347,0.162648,0.102025,0,0.190226,0.129367,0.0533423
ENSG00000259350,0,0,0,0,0,0
ENSG00000259351,0,0,0,0,0,0
ENSG00000259352,0,0,0,0,0,0
ENSG00000259353,0,0,0,0,0,0
ENSG00000259354,0.355322,0.253357,0.252335,0.0538983,0.160601,0.135568
ENSG00000259356,0.0394468,0,0,0,0,0
ENSG00000259357,0.136389,0.120543,0,0.122379,0,0.264448
ENSG00000259359,0,0,0,0,0,0
ENSG00000259362,0.0174802,0.110932,0.0680408,0.140348,0,0.0826547
ENSG00000259363,2.6359,2.39669,2.45497,2.0859,2.6071,2.00378
ENSG00000259364,0.303119,0,0.149432,0,0,0
ENSG00000259366,1.71309,1.68508,2.24508,2.36149,2.73963,2.87819
ENSG00000259367,0,0,0,0,0,0
ENSG00000259368,0,0,0,0,0,0
ENSG00000259369,2.82492,0,0,0,0,0
ENSG00000259370,0.0599321,0.00946888,0.0188891,0.0411362,0.0243327,0.0480287
ENSG00000259371,0.371874,0,0,0.571679,0,0
ENSG00000259375,0,0,0,0,0,0
ENSG00000259376,0.388489,0,0,0,0,0.190479
ENSG00000259377,0.305294,0,0.301032,0,0.12735,0
ENSG00000259381,0,0,0,0,0,0
ENSG00000259383,0,0,0,0,0,0
ENSG00000259385,0,0,0,0,0,0
ENSG00000259388,0,0,0,0,0,0
ENSG00000259390,0,0,0,0,0,0
ENSG00000259392,0,0,0,0,0,0
ENSG00000259394,0.0809045,0,0.0792206,0,0.0669261,0
ENSG00000259395,0,0,0,0,0,0.0267067
ENSG00000259396,0.203384,0.551466,1.00711,0,0,0
ENSG00000259397,0,0,0,0,0,0
ENSG00000259398,0.288098,0,0,0,0,0.287136
ENSG00000259402,0.177554,0.320736,0.181952,0.31828,0.146927,0.171679
ENSG00000259407,0.159384,0.28863,0.0780059,0.142623,0.329535,0.0763487
ENSG00000259408,1.42071,2.01956,1.30903,1.14099,0.724978,0.992534
ENSG00000259410,1.52714,0.611865,0,0.416393,0,0
ENSG00000259414,0.34017,0,0.354496,0.20327,0,0
ENSG00000259415,0,0,0,0.214947,0,0
ENSG00000259418,0,0,0,0,0.421938,0.328491
ENSG00000259420,0,0.162327,0,0.0802678,0.0742379,0
ENSG00000259421,0,0,0,0,0,0
ENSG00000259422,0.116518,0.132012,0.0283774,0.156009,0,0.110457
ENSG00000259423,0,0,0,0,0,0
ENSG00000259425,0,0,0,0,0,0
ENSG00000259432,0,0.142803,0,0,0,0
ENSG00000259433,0,0.0255627,0,0,0,0
ENSG00000259434,0,0,0.0460685,0,0,0.16574
ENSG00000259436,0.106848,0,0,0,0,0
ENSG00000259437,0,0.220193,0,0,0,0
ENSG00000259442,0.137567,0.124588,0.403552,0,0.05681,0.131494
ENSG00000259447,0,0,0,0,0,0
ENSG00000259452,0,0,0,0,0,0
ENSG00000259453,0,0.099098,0,0.0981383,0.454386,0.422213
ENSG00000259457,0,0,0.0860143,0,0,0
ENSG00000259460,0.2113,0,0.209441,0,0.177487,0
ENSG00000259463,0,0,0,0,0,0
ENSG00000259468,0,0,0,0,0,0
ENSG00000259469,0,0,0,0,0,0
ENSG00000259474,0,0,0.378859,0,0,0
ENSG00000259476,0,0,0,0,0,0
ENSG00000259477,0.0831174,0,0,0,0,0
ENSG00000259478,0,0,0,0.0316603,0,0
ENSG00000259481,0,0,0,0,0,0
ENSG00000259483,0,0,0,0,0,0
ENSG00000259495,1.11294,1.07178,0.749909,1.01179,0.925478,0.863393
ENSG00000259499,0,0,0,0,0,0
ENSG00000259502,2.09929,2.27887,2.20503,0.50249,0.466396,1.08629
ENSG00000259504,0.490835,0,0,0,0.206924,0
ENSG00000259505,0,0,0,0,0,0
ENSG00000259508,0,0.142803,0.311579,0,0,0
ENSG00000259514,0,0,0,0,0,0
ENSG00000259515,0,0.260672,0.188218,0,0,0
ENSG00000259519,0,0,0,0,0,0
ENSG00000259522,0.122609,0,0.572099,0.2542,0.129991,0.651212
ENSG00000259523,0.300627,0.764172,0.341505,0.0885575,0.0816669,0.18871
ENSG00000259529,1.69772,1.94708,1.29779,1.57947,1.69081,1.3705
ENSG00000259530,0,0,0,0,0,0
ENSG00000259531,0,0,0,0,0,0
ENSG00000259532,0,0,0,0,0,0
ENSG00000259533,0,0,0.140689,0,0,0
ENSG00000259534,0,0,0,0.151232,0,0
ENSG00000259536,0.158706,0,0,0,0,0
ENSG00000259539,0.149091,0.272036,0.461878,0.427183,0,0
ENSG00000259540,0,0,0,0.122116,0,0
ENSG00000259541,0,0,0,0,0,0
ENSG00000259542,0,0,0,0,0,0
ENSG00000259543,0,0.143868,0,0,0,0
ENSG00000259544,0,0,0,0.141166,0,0
ENSG00000259545,0,0,0.144554,0,0,0
ENSG00000259546,0,0,0.120657,0,0.106577,0
ENSG00000259548,0,0.460159,0.167501,0.457345,0.283552,0.331196
ENSG00000259551,0.0832733,0.0752986,0.384018,0.0748224,0.330963,0
ENSG00000259553,2.54012,2.70464,3.85335,0.348515,0.617833,0.307871
ENSG00000259555,0.0353798,0.0319598,0.103103,0.0627325,0.0755112,0.0666955
ENSG00000259556,0,0.131674,0.284464,0.0650353,0.180224,0.278197
ENSG00000259560,0.0545073,0,0,0,0,0
ENSG00000259561,0.222078,0,0,0,0,0
ENSG00000259562,6.35998,7.8165,7.07441,4.08806,4.28792,7.40601
ENSG00000259563,0,0.176292,0,0.171137,0.159376,0
ENSG00000259564,0,0,0,0,0,0
ENSG00000259569,0,0,0.513245,0,0,0
ENSG00000259570,0,0,0,0,0,0
ENSG00000259575,0,0,0,0,0,0
ENSG00000259579,0,0,0,0.119305,0,0
ENSG00000259580,0,0,0,0,0,0
ENSG00000259582,0,0,0,0,0,0
ENSG00000259584,0.0910639,0.247305,0,0.2446,0.0754161,0
ENSG00000259586,0,0,0,0,0,0
ENSG00000259587,0.0698208,0.185683,0,0,0.170112,0
ENSG00000259589,0,0,0,0,0,0
ENSG00000259591,0,0,0,0,0,0
ENSG00000259594,0.538754,0,0.355006,0,0,0.11844
ENSG00000259598,0,0,0,0.146961,0,0
ENSG00000259601,0,0,0,0,0,0
ENSG00000259602,0,0,0,0,0,0
ENSG00000259604,0,0,0,0,0,0
ENSG00000259605,1.52332,1.84014,2.03226,1.13434,1.17171,1.88579
ENSG00000259607,0,0,0,0,0,0
ENSG00000259609,0,0.0693891,0.0749867,0.0685612,0,0.293471
ENSG00000259615,0,0,0.229623,0,0.360983,0
ENSG00000259616,0.140119,0.163481,0.207452,0.0629028,0,0.158462
ENSG00000259617,0,0,0,0.510354,0.792069,0.370512
ENSG00000259619,0.0600732,0,0,0,0.0246782,0.0284639
ENSG00000259621,0,0,0,0,0,0
ENSG00000259622,0,0,0,0,0,0
ENSG00000259623,2.20351,2.97771,3.48942,1.2886,1.78129,3.00566
ENSG00000259624,0,0,0,0,0,0
ENSG00000259627,0,0,0,0,0,0
ENSG00000259628,0,0,0,0,0,0
ENSG00000259631,0.375027,0.338924,0.376812,1.01746,0.320929,0
ENSG00000259632,0,0,0,0,0,0
ENSG00000259635,0.268418,0.17415,0.258386,0.0394335,0.0727944,0.21007
ENSG00000259639,0,0,0,0,0,0
ENSG00000259644,0,0.0977569,0.0526844,0,0,0
ENSG00000259645,0,0,0,0,0,0
ENSG00000259646,0,10.5646,0,0,0,0
ENSG00000259647,0,0,0,0,0,0
ENSG00000259648,0.2079,0.188389,0.696817,0.222829,0.235876,0.412
ENSG00000259649,0.429595,0.19419,0.169317,0.308177,0.143327,0.502275
ENSG00000259652,0,0,0,0,0,0
ENSG00000259654,0.380158,0.357061,0,0,0.0371238,0
ENSG00000259655,0,0,0,0.397311,0.183993,0
ENSG00000259656,0,0.0996009,0.216094,0.0986388,0,0
ENSG00000259658,0.718705,0.84704,0.217287,0.893641,0.564766,1.83851
ENSG00000259659,1.56617,0.710917,0.384739,0.350563,0.325162,0.756814
ENSG00000259661,0.202019,0.18284,0.297215,0,0,0
ENSG00000259668,0.0886715,0,0.0649411,0.0197806,0.134189,0
ENSG00000259669,0.024313,0,0.0236745,0.0433942,0,0
ENSG00000259670,0,0,0,0,0,0
ENSG00000259672,0.981337,0.770571,1.17923,0,0.0922876,0
ENSG00000259674,0,0,0.0979759,0.0894836,0,0
ENSG00000259675,0,0,0,0,0,0
ENSG00000259676,0.156373,0,0.308496,0,0,0
ENSG00000259677,0,0,0,0,0,0
ENSG00000259678,0,0,0,0,0,0
ENSG00000259681,0,0.213812,0,0,0,0
ENSG00000259682,0,0.998297,0,0.249509,0.233686,0.274889
ENSG00000259683,0,0,0,0,0,0
ENSG00000259684,0.432514,0,0,0,0,0
ENSG00000259690,0,0.0725076,0,0,0.016417,0.0756816
ENSG00000259692,0.21768,0.737221,0.493183,0.909421,0.212571,0.34559
ENSG00000259694,0.0832733,0.0752986,0.384018,0.0748224,0.330963,0
ENSG00000259695,0,0,0,0,0,0
ENSG00000259696,0,0,0,0,0,0
ENSG00000259697,0.118251,0.0702481,0.039687,0.0258245,0.0617786,0
ENSG00000259700,0.21209,0.287903,0,0,0,0
ENSG00000259702,0.136868,0.206688,0.133542,0,0.150301,0
ENSG00000259704,0.0582912,0.0863762,0.295864,0.0521073,0.0480829,0
ENSG00000259707,0.134947,0.244286,0.265592,0.121077,0,0.130793
ENSG00000259709,0,0,0,0,0,0
ENSG00000259711,0,0.574642,0,0,0.540767,0
